Region,Event_Type,Year,Month,Date,Daily_Min_Temp,Daily_Avg_Temp,Daily_Max_Temp,3_Day_Rolling_Avg_Max_Temp,3_Day_Rolling_Avg_Min_Temp,Event_Temp
California,Cold Event,1988,12,12/29/1988,29.2,34.1,43.8,43.8,31.4,31.4
California,Cold Event,1998,12,12/21/1998,28.1,34.8,43.3,44.9,31.4,31.4
California,Cold Event,1985,2,2/4/1985,31.3,37.2,45.0,45.5,31.6,31.6
California,Cold Event,1987,1,1/17/1987,30.5,36.2,48.6,47.9,31.7,31.7
California,Cold Event,2007,1,1/16/2007,33.0,39.3,50.4,49.0,31.7,31.7
California,Cold Event,2009,12,12/9/2009,30.2,35.3,45.2,45.5,31.7,31.7
California,Cold Event,2013,12,12/7/2013,34.6,39.0,44.6,44.5,31.7,31.7
California,Cold Event,1985,1,1/31/1985,32.5,38.4,47.4,46.8,31.8,31.8
California,Cold Event,1985,2,2/2/1985,34.1,38.3,45.3,45.2,31.9,31.9
California,Cold Event,2018,2,2/21/2018,32.1,39.4,50.5,50.1,31.9,31.9
CanadaCentral,Heat Event,1988,6,6/6/1988,66.4,,98.9,97.5,66.4,97.5
CanadaCentral,Heat Event,1988,6,6/5/1988,68.9,,98.6,97.4,64.0,97.4
CanadaCentral,Heat Event,1989,8,8/1/1989,63.4,,100.7,96.5,62.6,96.5
CanadaCentral,Heat Event,2018,8,8/11/2018,55.8,,96.8,95.7,56.2,95.7
CanadaCentral,Heat Event,1984,8,8/26/1984,61.5,,94.1,95.5,58.9,95.5
CanadaCentral,Heat Event,1989,7,7/31/1989,63.0,,96.6,95.1,59.8,95.1
CanadaCentral,Heat Event,2021,6,6/4/2021,62.8,,97.4,94.9,59.5,94.9
CanadaCentral,Heat Event,1983,8,8/5/1983,62.3,,88.5,94.1,64.0,94.1
CanadaCentral,Heat Event,1983,8,8/3/1983,62.9,,95.9,94.0,65.0,94.0
CanadaCentral,Heat Event,1988,6,6/4/1988,56.6,,94.7,93.8,56.5,93.8
CanadaCentral,Heat Event,2021,8,8/15/2021,56.1,,94.6,93.7,54.5,93.7
CanadaCentral,Heat Event,1983,8,8/4/1983,67.5,,96.8,93.7,64.2,93.7
CanadaCentral,Heat Event,2015,8,8/14/2015,59.8,,96.7,93.6,61.1,93.6
CanadaCentral,Heat Event,2015,8,8/13/2015,60.7,,91.6,93.4,60.8,93.4
CanadaCentral,Heat Event,1981,7,7/6/1981,61.8,,97.2,93.2,61.0,93.2
CanadaCentral,Heat Event,1987,6,6/15/1987,66.4,,98.0,93.2,59.0,93.2
CanadaCentral,Heat Event,1984,8,8/25/1984,57.4,,96.2,93.2,59.3,93.2
CanadaCentral,Heat Event,1989,7,7/20/1989,60.1,,95.4,93.1,59.3,93.1
CanadaCentral,Heat Event,2003,8,8/16/2003,56.6,,92.0,93.1,59.0,93.1
CanadaCentral,Heat Event,1988,6,6/7/1988,64.0,,95.1,93.1,64.5,93.1
CanadaCentral,Heat Event,1987,6,6/14/1987,51.6,,89.4,92.9,58.3,92.9
CanadaCentral,Heat Event,1989,7,7/21/1989,62.4,,94.1,92.8,62.5,92.8
CanadaCentral,Heat Event,2003,8,8/18/2003,64.4,,90.2,92.8,61.6,92.8
CanadaCentral,Heat Event,2007,7,7/23/2007,66.8,,91.7,92.8,66.4,92.8
CanadaCentral,Heat Event,2003,8,8/15/2003,60.2,,92.5,92.6,60.3,92.6
CanadaCentral,Heat Event,1995,8,8/6/1995,66.3,,96.4,92.6,64.2,92.6
CanadaCentral,Heat Event,1988,8,8/5/1988,52.9,,94.1,92.6,52.2,92.6
CanadaCentral,Heat Event,1989,8,8/2/1989,61.3,,92.1,92.6,60.2,92.6
CanadaCentral,Heat Event,1988,7,7/27/1988,55.8,,98.2,92.4,57.4,92.4
CanadaCentral,Heat Event,2003,8,8/17/2003,60.1,,94.7,92.3,60.4,92.3
CanadaCentral,Heat Event,2007,7,7/30/2007,62.6,,92.2,92.2,63.6,92.2
CanadaCentral,Heat Event,1988,7,7/26/1988,55.8,,89.7,92.0,57.7,92.0
CanadaCentral,Heat Event,1983,9,9/1/1983,59.9,,90.2,91.9,61.0,91.9
CanadaCentral,Heat Event,1989,8,8/11/1989,57.3,,93.2,91.9,57.3,91.9
CanadaCentral,Heat Event,2018,8,8/10/2018,52.1,,92.4,91.8,53.4,91.8
CanadaCentral,Heat Event,1989,8,8/10/1989,56.3,,90.9,91.8,53.9,91.8
CanadaCentral,Heat Event,2007,7,7/24/2007,67.9,,96.6,91.8,66.8,91.8
CanadaCentral,Heat Event,1981,7,7/5/1981,57.7,,88.7,91.7,58.0,91.7
CanadaCentral,Heat Event,2003,8,8/14/2003,64.0,,93.4,91.7,62.7,91.7
CanadaCentral,Heat Event,1984,8,8/27/1984,57.7,,96.2,91.6,56.2,91.6
CanadaCentral,Cold Event,1996,2,2/1/1996,-41.2,,-29.0,-23.1,-38.5,-38.5
CanadaCentral,Cold Event,1989,12,12/20/1989,-36.4,,-26.7,-22.6,-36.5,-36.5
CanadaCentral,Cold Event,1996,1,1/31/1996,-37.3,,-18.0,-20.4,-36.1,-36.1
CanadaCentral,Cold Event,2021,2,2/13/2021,-38.1,,-18.9,-14.8,-36.0,-36.0
CanadaCentral,Cold Event,1996,2,2/2/1996,-37.0,,-22.3,-20.6,-36.0,-36.0
CanadaCentral,Cold Event,1996,1,1/19/1996,-38.7,,-19.2,-15.9,-35.9,-35.9
CanadaCentral,Cold Event,2004,1,1/29/2004,-35.8,,-20.5,-20.9,-35.9,-35.9
CanadaCentral,Cold Event,2004,1,1/28/2004,-39.7,,-26.4,-18.8,-35.4,-35.4
CanadaCentral,Cold Event,1990,12,12/21/1990,-38.0,,-25.0,-20.3,-35.2,-35.2
CanadaCentral,Cold Event,1989,12,12/21/1989,-36.5,,-23.9,-18.1,-34.7,-34.7
CanadaCentral,Cold Event,1989,12,12/19/1989,-36.7,,-17.2,-20.2,-34.6,-34.6
CanadaCentral,Cold Event,2021,2,2/12/2021,-34.6,,-16.0,-17.6,-34.5,-34.5
CanadaCentral,Cold Event,2005,1,1/4/2005,-35.2,,-12.1,-9.8,-34.1,-34.1
CanadaCentral,Cold Event,1989,1,1/9/1989,-34.6,,-18.7,-13.2,-34.0,-34.0
CanadaCentral,Cold Event,1996,1,1/20/1996,-36.7,,-10.0,-10.8,-33.7,-33.7
CanadaCentral,Cold Event,1989,2,2/2/1989,-34.4,,-25.1,-21.9,-33.6,-33.6
CanadaCentral,Cold Event,1983,12,12/23/1983,-39.4,,-25.6,-18.5,-33.5,-33.5
CanadaCentral,Cold Event,2021,2,2/14/2021,-35.4,,-9.4,-9.1,-33.4,-33.4
CanadaCentral,Cold Event,1994,2,2/8/1994,-31.8,,-14.1,-14.0,-33.3,-33.3
CanadaCentral,Cold Event,1997,1,1/26/1997,-37.8,,-13.3,-13.0,-33.1,-33.1
CanadaCentral,Cold Event,2019,2,2/9/2019,-31.8,,-3.7,-6.8,-32.9,-32.9
CanadaCentral,Cold Event,2019,2,2/8/2019,-36.1,,-13.7,-9.9,-32.5,-32.5
CanadaCentral,Cold Event,2019,1,1/30/2019,-38.9,,-14.3,-8.1,-32.4,-32.4
CanadaCentral,Cold Event,1994,1,1/18/1994,-37.6,,-14.1,-15.1,-32.4,-32.4
CanadaCentral,Cold Event,2009,1,1/14/2009,-35.5,,-16.8,-10.4,-32.4,-32.4
CanadaCentral,Cold Event,1983,12,12/22/1983,-33.8,,-22.3,-20.0,-32.3,-32.3
CanadaCentral,Cold Event,1990,12,12/22/1990,-38.2,,-13.2,-10.6,-32.0,-32.0
CanadaCentral,Cold Event,1996,1,1/5/1996,-33.0,,-15.5,-10.0,-31.9,-31.9
CanadaCentral,Cold Event,1991,1,1/8/1991,-32.2,,-10.1,-8.7,-31.7,-31.7
CanadaCentral,Cold Event,2004,1,1/27/2004,-30.8,,-9.3,-14.0,-31.5,-31.5
CanadaCentral,Cold Event,1989,12,12/18/1989,-30.6,,-16.9,-14.1,-31.3,-31.3
CanadaCentral,Cold Event,1996,1,1/30/1996,-29.9,,-14.2,-16.0,-31.1,-31.1
CanadaCentral,Cold Event,1990,12,12/20/1990,-29.4,,-22.8,-18.8,-31.1,-31.1
CanadaCentral,Cold Event,2005,1,1/5/2005,-37.1,,-12.1,-6.1,-31.1,-31.1
CanadaCentral,Cold Event,2021,12,12/30/2021,-28.7,,-7.4,-12.6,-31.1,-31.1
CanadaCentral,Cold Event,1994,2,2/7/1994,-34.8,,-21.2,-15.2,-31.0,-31.0
CanadaCentral,Cold Event,2021,12,12/29/2021,-33.8,,-15.8,-11.5,-31.0,-31.0
CanadaCentral,Cold Event,1996,1,1/18/1996,-32.3,,-18.4,-13.7,-30.9,-30.9
CanadaCentral,Cold Event,1997,1,1/27/1997,-28.5,,-9.7,-11.4,-30.7,-30.7
CanadaCentral,Cold Event,1993,1,1/9/1993,-38.4,,-19.9,-8.7,-30.6,-30.6
CanadaWest,Heat Event,2021,6,6/28/2021,62.6,,93.2,91.2,62.9,91.2
CanadaWest,Heat Event,2021,6,6/27/2021,62.2,,89.1,90.9,62.1,90.9
CanadaWest,Heat Event,2021,6,6/29/2021,63.8,,91.3,90.0,63.4,90.0
CanadaWest,Heat Event,2021,6,6/26/2021,61.4,,90.5,87.2,61.2,87.2
CanadaWest,Heat Event,2006,7,7/22/2006,62.1,,89.8,87.1,61.9,87.1
CanadaWest,Heat Event,2021,6,6/30/2021,63.7,,85.6,87.0,63.5,87.0
CanadaWest,Heat Event,2018,8,8/9/2018,59.0,,89.1,87.0,58.6,87.0
CanadaWest,Heat Event,2021,8,8/13/2021,57.6,,88.9,86.0,58.0,86.0
CanadaWest,Heat Event,2021,8,8/14/2021,60.2,,86.5,85.5,59.4,85.5
CanadaWest,Heat Event,2006,7,7/21/2006,58.9,,86.8,85.1,59.1,85.1
CanadaWest,Heat Event,2006,7,7/23/2006,64.7,,84.7,85.0,62.4,85.0
CanadaWest,Heat Event,2020,8,8/17/2020,60.7,,85.9,84.7,59.0,84.7
CanadaWest,Heat Event,1981,8,8/9/1981,59.8,,85.0,84.7,59.8,84.7
CanadaWest,Heat Event,1988,9,9/4/1988,53.6,,81.7,84.6,52.8,84.6
CanadaWest,Heat Event,2018,8,8/8/2018,57.5,,84.4,84.4,58.5,84.4
CanadaWest,Heat Event,2002,7,7/11/2002,58.6,,84.5,84.4,57.9,84.4
CanadaWest,Heat Event,1981,8,8/10/1981,60.4,,86.2,84.3,60.3,84.3
CanadaWest,Heat Event,1998,8,8/4/1998,59.4,,83.9,84.3,59.4,84.3
CanadaWest,Heat Event,1988,9,9/3/1988,53.5,,85.2,84.0,52.6,84.0
CanadaWest,Heat Event,2022,7,7/28/2022,61.7,,84.6,83.8,62.4,83.8
CanadaWest,Heat Event,2021,8,8/4/2021,57.1,,84.7,83.8,59.8,83.8
CanadaWest,Heat Event,2015,8,8/12/2015,57.4,,84.3,83.6,57.5,83.6
CanadaWest,Heat Event,2022,7,7/29/2022,63.0,,83.9,83.6,61.9,83.6
CanadaWest,Heat Event,1990,8,8/5/1990,59.5,,85.5,83.6,58.8,83.6
CanadaWest,Heat Event,2022,8,8/18/2022,57.8,,83.8,83.4,58.3,83.4
CanadaWest,Heat Event,2002,7,7/12/2002,58.9,,84.2,83.3,59.8,83.3
CanadaWest,Heat Event,2021,7,7/1/2021,63.1,,84.3,83.2,62.7,83.2
CanadaWest,Heat Event,2022,8,8/19/2022,59.3,,85.2,83.1,59.4,83.1
CanadaWest,Heat Event,2022,8,8/30/2022,56.7,,84.7,83.1,55.9,83.1
CanadaWest,Heat Event,1990,8,8/11/1990,63.0,,82.3,83.1,60.4,83.1
CanadaWest,Heat Event,2018,7,7/29/2018,57.4,,84.3,83.1,57.7,83.1
CanadaWest,Heat Event,2007,7,7/12/2007,60.2,,82.8,83.1,61.1,83.1
CanadaWest,Heat Event,2009,7,7/28/2009,60.8,,81.3,83.0,58.3,83.0
CanadaWest,Heat Event,2009,7,7/29/2009,57.1,,84.6,82.9,58.7,82.9
CanadaWest,Heat Event,1984,7,7/25/1984,58.4,,83.8,82.9,57.3,82.9
CanadaWest,Heat Event,2021,8,8/12/2021,56.2,,82.5,82.8,57.7,82.8
CanadaWest,Heat Event,2015,6,6/27/2015,58.9,,83.0,82.8,60.3,82.8
CanadaWest,Heat Event,2008,8,8/16/2008,59.1,,81.3,82.7,59.2,82.7
CanadaWest,Heat Event,2022,7,7/27/2022,62.5,,83.0,82.7,61.2,82.7
CanadaWest,Heat Event,1994,7,7/21/1994,60.1,,82.4,82.7,59.2,82.7
CanadaWest,Cold Event,1989,2,2/2/1989,-38.7,,-23.0,-14.7,-36.9,-36.9
CanadaWest,Cold Event,1989,2,2/1/1989,-38.3,,-19.3,-19.5,-34.3,-34.3
CanadaWest,Cold Event,1990,12,12/20/1990,-31.1,,-16.1,-10.9,-29.0,-29.0
CanadaWest,Cold Event,1989,2,2/3/1989,-33.8,,-1.8,-4.2,-28.3,-28.3
CanadaWest,Cold Event,1991,1,1/7/1991,-23.4,,-9.5,-10.4,-27.8,-27.8
CanadaWest,Cold Event,1989,1,1/31/1989,-26.0,,-16.3,-8.2,-27.3,-27.3
CanadaWest,Cold Event,1991,1,1/8/1991,-30.9,,-12.5,-9.8,-27.1,-27.1
CanadaWest,Cold Event,1989,1,1/8/1989,-29.7,,-14.5,-8.7,-27.0,-27.0
CanadaWest,Cold Event,1989,2,2/17/1989,-29.4,,-1.3,2.6,-26.9,-26.9
CanadaWest,Cold Event,1989,2,2/16/1989,-29.5,,-1.7,-2.8,-26.1,-26.1
CanadaWest,Cold Event,1991,1,1/9/1991,-26.9,,-7.5,-3.8,-25.9,-25.9
CanadaWest,Cold Event,1990,12,12/21/1990,-29.4,,0.3,1.1,-25.9,-25.9
CanadaWest,Cold Event,1990,12,12/28/1990,-28.6,,-22.0,-8.8,-25.0,-25.0
CanadaWest,Cold Event,1990,12,12/19/1990,-26.4,,-17.1,-14.6,-24.7,-24.7
CanadaWest,Cold Event,1990,12,12/29/1990,-34.7,,-4.1,-6.7,-24.4,-24.4
CanadaWest,Cold Event,1989,1,1/9/1989,-28.6,,-6.6,-1.8,-24.3,-24.3
CanadaWest,Cold Event,1989,2,2/18/1989,-21.7,,10.8,10.6,-20.5,-20.5
CanadaWest,Cold Event,2020,1,1/13/2020,-21.2,,-8.1,-7.9,-20.4,-20.4
CanadaWest,Cold Event,1989,1,1/7/1989,-22.5,,-5.1,-6.6,-19.8,-19.8
CanadaWest,Cold Event,1989,2,2/15/1989,-19.3,,-5.4,-2.2,-19.2,-19.2
CanadaWest,Cold Event,1990,12,12/30/1990,-9.8,,5.8,-0.6,-18.8,-18.8
CanadaWest,Cold Event,2020,1,1/14/2020,-27.6,,-16.8,-4.2,-18.3,-18.3
CanadaWest,Cold Event,1989,3,3/2/1989,-19.6,,9.9,9.5,-17.6,-17.6
CanadaWest,Cold Event,1989,3,3/1/1989,-15.3,,6.2,5.4,-16.4,-16.4
CanadaWest,Cold Event,1989,3,3/3/1989,-18.0,,12.3,11.2,-15.2,-15.2
CanadaWest,Cold Event,1989,1,1/10/1989,-14.5,,15.6,11.2,-15.2,-15.2
CanadaWest,Cold Event,1990,12,12/27/1990,-11.7,,-0.2,4.5,-14.9,-14.9
CanadaWest,Cold Event,1989,3,3/17/1989,-19.2,,14.1,16.0,-14.7,-14.7
CanadaWest,Cold Event,1991,1,1/6/1991,-29.0,,-9.2,0.4,-13.9,-13.9
CanadaWest,Cold Event,1990,12,12/26/1990,-4.5,,35.5,15.9,-13.6,-13.6
CanadaWest,Cold Event,1990,12,12/18/1990,-16.6,,-10.6,0.2,-13.1,-13.1
CanadaWest,Cold Event,1990,12,12/31/1990,-11.8,,-3.6,-0.8,-13.1,-13.1
CanadaWest,Cold Event,1990,12,12/25/1990,-24.6,,12.4,17.0,-12.8,-12.8
CanadaWest,Cold Event,1990,12,12/22/1990,-17.1,,18.9,14.3,-12.5,-12.5
CanadaWest,Cold Event,2020,1,1/12/2020,-12.3,,1.4,-0.7,-12.2,-12.2
CanadaWest,Cold Event,1989,2,2/4/1989,-12.3,,12.2,9.9,-12.2,-12.2
CanadaWest,Cold Event,1989,2,2/19/1989,-10.3,,22.4,20.2,-12.2,-12.2
CanadaWest,Cold Event,1991,1,1/10/1991,-20.0,,8.5,11.4,-10.6,-10.6
CanadaWest,Cold Event,2020,1,1/15/2020,-5.9,,12.3,3.2,-10.2,-10.2
CanadaWest,Cold Event,1988,12,12/31/1988,-10.8,,-1.4,8.7,-10.0,-10.0
ERCOT,Heat Event,2000,9,9/4/2000,73.6,91.4,108.9,107.7,74.3,107.7
ERCOT,Heat Event,1980,6,6/27/1980,74.1,91.0,108.0,106.9,74.9,106.9
ERCOT,Heat Event,2000,9,9/5/2000,74.7,92.1,108.1,106.5,73.5,106.5
ERCOT,Heat Event,2018,7,7/21/2018,76.0,91.5,106.8,106.5,75.6,106.5
ERCOT,Heat Event,2018,7,7/22/2018,73.9,90.3,106.5,106.4,75.1,106.4
ERCOT,Heat Event,2000,9,9/3/2000,74.6,90.0,106.2,106.3,74.1,106.3
ERCOT,Heat Event,1980,6,6/26/1980,74.3,89.8,105.9,106.0,74.7,106.0
ERCOT,Heat Event,1980,6,6/28/1980,76.4,91.7,106.9,105.9,75.2,105.9
ERCOT,Heat Event,2011,8,8/28/2011,71.4,89.2,106.9,105.9,71.7,105.9
ERCOT,Heat Event,2018,7,7/20/2018,77.0,91.6,106.2,105.8,76.4,105.8
ERCOT,Heat Event,2011,8,8/3/2011,75.8,90.9,105.3,105.3,75.9,105.3
ERCOT,Heat Event,2011,8,8/29/2011,71.8,88.0,105.0,105.1,71.5,105.1
ERCOT,Heat Event,2003,8,8/7/2003,72.8,89.6,106.1,105.0,73.6,105.0
ERCOT,Heat Event,2011,8,8/2/2011,76.0,91.0,105.5,105.0,75.2,105.0
ERCOT,Heat Event,2011,8,8/27/2011,71.8,88.6,105.8,105.0,71.9,105.0
ERCOT,Heat Event,2022,7,7/19/2022,76.8,91.1,105.8,105.0,76.2,105.0
ERCOT,Heat Event,2011,8,8/4/2011,76.0,91.0,105.0,104.9,75.7,104.9
ERCOT,Heat Event,2018,7,7/23/2018,75.3,90.6,105.9,104.8,75.3,104.8
ERCOT,Heat Event,2022,7,7/11/2022,76.0,91.0,105.2,104.8,76.1,104.8
ERCOT,Heat Event,1995,7,7/28/1995,74.0,90.1,106.1,104.6,74.2,104.6
ERCOT,Heat Event,2012,6,6/26/2012,74.8,91.2,105.9,104.6,75.1,104.6
ERCOT,Heat Event,1980,7,7/2/1980,74.7,90.2,105.7,104.5,74.8,104.5
ERCOT,Heat Event,2022,7,7/10/2022,78.1,91.3,105.0,104.5,76.6,104.5
ERCOT,Heat Event,2022,7,7/18/2022,75.7,89.7,104.0,104.4,75.6,104.4
ERCOT,Heat Event,2000,9,9/2/2000,74.1,89.0,103.7,104.3,75.3,104.3
ERCOT,Heat Event,2011,8,8/5/2011,75.3,90.3,104.4,104.3,75.7,104.3
ERCOT,Heat Event,1980,6,6/25/1980,75.7,89.7,104.0,104.2,75.2,104.2
ERCOT,Heat Event,1980,6,6/29/1980,75.0,89.6,102.9,104.2,75.0,104.2
ERCOT,Heat Event,1980,7,7/1/1980,75.5,89.3,104.2,104.2,74.6,104.2
ERCOT,Heat Event,1994,6,6/27/1994,75.8,89.5,104.1,104.2,76.1,104.2
ERCOT,Heat Event,1994,6,6/28/1994,75.8,89.9,105.5,104.2,76.2,104.2
ERCOT,Heat Event,1995,7,7/27/1995,74.4,89.5,104.6,104.2,74.6,104.2
ERCOT,Heat Event,2003,8,8/8/2003,74.3,90.4,105.0,104.2,73.8,104.2
ERCOT,Heat Event,2022,7,7/12/2022,74.2,89.8,104.2,104.2,75.0,104.2
ERCOT,Heat Event,1980,7,7/16/1980,73.3,88.8,104.4,104.1,73.6,104.1
ERCOT,Heat Event,2022,7,7/20/2022,76.1,91.0,105.3,104.1,76.4,104.1
ERCOT,Heat Event,1980,7,7/17/1980,72.0,89.3,105.2,104.0,73.3,104.0
ERCOT,Heat Event,1986,7,7/30/1986,75.2,90.0,104.2,104.0,75.6,104.0
ERCOT,Heat Event,1998,7,7/12/1998,76.3,90.1,105.1,104.0,76.0,104.0
ERCOT,Heat Event,2018,7,7/19/2018,76.2,89.6,104.5,104.0,76.2,104.0
ERCOT,Cold Event,1989,12,12/23/1989,-0.1,10.3,24.7,31.9,6.7,6.7
ERCOT,Cold Event,2021,2,2/15/2021,5.6,13.0,19.0,24.8,8.1,8.1
ERCOT,Cold Event,2021,2,2/16/2021,-0.4,11.1,26.8,26.1,8.7,8.7
ERCOT,Cold Event,1983,12,12/25/1983,4.6,10.2,18.6,24.9,10.6,10.6
ERCOT,Cold Event,1989,12,12/24/1989,11.6,20.3,40.2,40.9,11.3,11.3
ERCOT,Cold Event,2011,2,2/3/2011,8.9,15.4,25.3,26.7,12.2,12.2
ERCOT,Cold Event,2011,2,2/2/2011,9.1,15.3,22.1,36.1,13.6,13.6
ERCOT,Cold Event,1989,12,12/22/1989,8.7,16.5,30.7,31.5,13.7,13.7
ERCOT,Cold Event,1983,12,12/24/1983,13.4,19.6,28.8,26.5,13.8,13.8
ERCOT,Cold Event,1983,12,12/30/1983,11.7,20.4,34.5,36.5,14.5,14.5
ERCOT,Cold Event,1983,12,12/26/1983,13.8,18.9,27.3,29.4,14.9,14.9
